id(T),xyz(T),lane_type(L),lane_color(L)
105,429605.817 4415068.947 60.485 429602.333 4415073.892 60.482 429597.202 4415081.401 60.454 429593.971 4415086.281 60.437 429589.177 4415093.799 60.403 429586.009 4415098.909 60.388 429581.490 4415106.505 60.358 429578.534 4415111.679 60.345 429574.106 4415119.616 60.313 429571.260 4415124.953 60.284 429567.141 4415132.946 60.270 429564.534 4415138.212 60.261 429560.613 4415146.341 60.225 429558.122 4415151.725 60.211 429554.439 4415160.072 60.183 429552.044 4415165.626 60.168 429548.122 4415174.984 60.148 429546.345 4415179.233 60.133 429542.922 4415187.431 60.098 429540.601 4415193.041 60.072 429537.187 4415201.292 60.059 429534.891 4415206.837 60.043 429531.146 4415215.813 60.022 429529.132 4415220.619 60.011 429525.755 4415228.715 60.024 429523.465 4415234.211 60.038 429519.863 4415242.723 60.030 429517.433 4415248.319 60.014 429513.753 4415256.457 59.966 429511.164 4415261.850 59.933 429507.121 4415269.872 59.946 429504.267 4415275.160 59.972 429499.789 4415282.936 60.006 429496.578 4415288.145 60.018 429491.579 4415295.887 60.023 429488.184 4415300.860 60.028 429483.041 4415308.022 60.045 429479.519 4415312.677 60.061 429473.789 4415319.928 60.089 429469.995 4415324.457 60.107 429463.890 4415331.347 60.137 429459.876 4415335.644 60.158 429453.543 4415342.097 60.184 429449.337 4415346.223 60.203 429442.949 4415352.307 60.229 429438.424 4415356.511 60.254 429432.010 4415362.431 60.288 429427.512 4415366.575 60.316 429420.854 4415372.685 60.338 429416.280 4415376.915 60.354 429409.775 4415382.895 60.380 429405.355 4415386.987 60.407 429398.748 4415393.052 60.451 429394.296 4415397.149 60.466 429387.410 4415403.505 60.501 429383.050 4415407.512 60.517 429376.309 4415413.730 60.544 429371.932 4415417.775 60.580 429365.290 4415423.886 60.602 429360.847 4415427.993 60.607 429354.391 4415433.920 60.615 429349.978 4415438.006 60.619 429342.828 4415444.517 60.698 429338.712 4415448.328 60.720 429332.064 4415454.448 60.794 429327.769 4415458.382 60.824 429320.943 4415464.402 60.865 429316.504 4415468.136 60.862 429309.829 4415474.164 60.912,1,
106,429281.492 4415489.480 61.043 429284.952 4415486.306 61.039 429290.122 4415481.482 61.019 429294.301 4415477.679 60.975 429301.067 4415471.474 60.928 429305.321 4415467.545 60.915 429311.858 4415461.455 60.900 429316.222 4415457.439 60.879 429323.203 4415451.142 60.819 429327.292 4415447.264 60.793 429333.961 4415441.174 60.741 429338.408 4415437.058 60.670 429345.031 4415430.996 60.648 429349.530 4415426.814 60.643 429355.951 4415420.920 60.636 429360.401 4415416.787 60.617 429367.058 4415410.663 60.584 429371.490 4415406.581 60.551 429378.211 4415400.408 60.511 429382.527 4415396.420 60.480 429389.125 4415390.352 60.459 429393.452 4415386.397 60.443 429400.186 4415380.172 60.406 429404.572 4415376.123 60.378 429411.121 4415370.094 60.334 429415.464 4415366.082 60.316 429422.061 4415360.027 60.287 429426.383 4415356.015 60.286 429433.134 4415349.783 60.243 429437.394 4415345.824 60.217 429444.067 4415339.545 60.197 429448.249 4415335.464 60.187 429454.502 4415328.979 60.156 429455.783 4415327.603 60.149 429455.901 4415327.481 60.151 429458.658 4415324.448 60.137 429464.435 4415317.831 60.124 429468.311 4415313.168 60.114 429473.820 4415306.168 60.095 429477.358 4415301.369 60.071 429482.452 4415294.208 60.053 429485.846 4415289.196 60.053 429490.680 4415281.588 60.049 429493.795 4415276.408 60.036 429498.180 4415268.579 59.985 429500.953 4415263.319 59.972 429504.989 4415255.174 59.952 429507.485 4415249.852 59.970 429511.189 4415241.515 59.994 429513.446 4415236.214 60.001 429516.937 4415227.796 60.019 429519.237 4415222.269 60.002 429522.631 4415214.092 60.004 429524.989 4415208.495 60.031 429528.469 4415200.086 60.052 429530.847 4415194.373 60.044 429534.210 4415186.243 60.037 429536.509 4415180.710 60.049 429539.884 4415172.593 60.087 429542.309 4415166.808 60.110 429545.765 4415158.649 60.141 429548.085 4415153.298 60.164 429551.772 4415145.068 60.200 429554.370 4415139.571 60.219 429558.437 4415131.281 60.260 429561.176 4415125.912 60.264 429565.365 4415117.899 60.289 429568.249 4415112.617 60.311 429572.597 4415104.914 60.339 429575.637 4415099.727 60.356 429578.695 4415094.644 60.367 429580.544 4415091.582 60.375 429582.826 4415087.920 60.390,1,
107,429638.661 4415033.581 60.583 429636.086 4415036.614 60.578 429634.817 4415038.112 60.568 429632.177 4415041.274 60.542 429630.916 4415042.784 60.539 429628.332 4415045.889 60.550 429627.147 4415047.344 60.552 429624.492 4415050.566 60.542 429623.335 4415051.988 60.537 429620.811 4415055.138 60.514 429619.572 4415056.718 60.505 429617.151 4415059.809 60.488 429615.989 4415061.344 60.477 429613.982 4415063.971 60.472,1,
108,429809.695 4414894.367 60.056 429805.327 4414897.318 60.096 429798.696 4414901.818 60.149 429793.617 4414905.323 60.179 429786.115 4414910.290 60.261 429781.145 4414913.627 60.291 429774.148 4414918.492 60.338 429769.292 4414921.677 60.386 429761.670 4414926.878 60.456 429756.712 4414930.210 60.479 429749.197 4414935.311 60.531 429744.384 4414938.584 60.530 429736.835 4414943.734 60.551 429731.981 4414947.027 60.578 429724.763 4414951.841 60.601 429719.794 4414955.231 60.615 429712.171 4414960.475 60.643 429707.154 4414963.996 60.648 429700.178 4414969.316 60.666 429695.611 4414973.007 60.671 429688.623 4414978.792 60.718 429684.143 4414982.687 60.679 429677.326 4414988.687 60.686 429672.807 4414992.839 60.699 429666.231 4414999.022 60.701 429661.928 4415003.191 60.708 429655.632 4415009.470 60.699 429651.321 4415013.929 60.680 429645.405 4415020.362 60.674 429641.271 4415025.039 60.660 429635.476 4415031.796 60.636 429631.552 4415036.435 60.621 429625.837 4415043.292 60.589 429624.749 4415044.617 60.584 429623.659 4415045.939 60.578 429621.994 4415047.974 60.570 429616.455 4415054.862 60.539 429612.662 4415059.742 60.520 429611.079 4415061.837 60.522,1,
109,429603.838 4415057.224 60.495 429607.366 4415052.608 60.516 429612.980 4415045.556 60.544 429616.821 4415040.905 60.551 429622.482 4415034.102 60.578 429626.517 4415029.305 60.607 429632.174 4415022.578 60.600 429635.989 4415018.107 60.608 429641.885 4415011.465 60.633 429646.018 4415007.073 60.648 429652.333 4415000.704 60.673 429656.546 4414996.518 60.657 429662.829 4414990.468 60.650 429667.357 4414986.255 60.646 429674.034 4414980.215 60.638 429678.415 4414976.364 60.630 429685.436 4414970.387 60.590 429689.419 4414967.105 60.592 429696.820 4414961.068 60.633 429701.260 4414957.502 60.633 429707.566 4414952.411 60.605 429712.398 4414948.405 60.589 429719.040 4414942.705 60.593 429723.521 4414938.822 60.580 429730.215 4414932.966 60.537 429734.843 4414928.861 60.506 429741.571 4414922.857 60.473 429746.068 4414919.008 60.443 429749.976 4414915.868 60.205 429753.589 4414913.404 60.161 429759.058 4414910.778 60.086 429766.198 4414907.859 60.249 429772.163 4414905.689 60.237 429780.053 4414902.828 60.243,1,
110,429613.479 4415039.405 60.493 429616.144 4415036.219 60.502 429617.339 4415034.755 60.507 429620.035 4415031.563 60.532 429621.143 4415030.189 60.544 429623.792 4415026.993 60.569 429625.092 4415025.437 60.573 429627.615 4415022.405 60.542 429628.998 4415020.803 60.539 429631.412 4415017.919 60.553 429632.785 4415016.335 60.557 429635.482 4415013.202 60.565 429636.643 4415011.895 60.565 429639.475 4415008.755 60.575,1,
111,429765.453 4414904.809 60.203 429771.616 4414902.539 60.185 429779.245 4414899.443 60.179,1,
112,429795.186 4414697.082 59.693 429802.286 4414732.573 59.558 429803.737 4414739.398 59.508 429805.164 4414746.891 59.490 429806.359 4414752.652 59.553 429808.090 4414761.431 59.681 429809.268 4414767.206 59.801 429811.018 4414775.923 59.951 429812.216 4414781.582 60.047 429814.264 4414791.905 60.118 429815.165 4414796.309 60.106 429816.946 4414805.119 60.082 429818.110 4414810.890 60.057 429819.885 4414819.745 60.026,1,
113,429819.442 4414857.302 59.688 429818.330 4414851.735 59.782 429816.528 4414842.867 59.921 429815.329 4414837.242 59.963 429813.617 4414828.410 60.011 429812.407 4414822.623 60.026 429810.662 4414813.795 60.044 429809.513 4414807.995 60.064 429807.672 4414799.142 60.107 429806.501 4414793.415 60.121 429804.789 4414784.626 60.036 429803.589 4414778.822 59.967 429801.780 4414770.035 59.835 429800.649 4414764.405 59.711 429798.888 4414755.651 59.552 429797.731 4414749.913 59.459 429796.053 4414741.409 59.514 429795.278 4414737.618 59.525 429794.878 4414735.725 59.537 429793.537 4414729.132 59.566 429792.307 4414723.011 59.595 429790.496 4414713.919 59.650 429789.138 4414707.585 59.662 429787.121 4414697.064 59.665 429786.219 4414692.674 59.674 429784.983 4414686.502 59.692 429784.069 4414682.005 59.697 429782.846 4414676.037 59.707 429782.003 4414671.738 59.716 429780.814 4414665.915 59.724 429780.018 4414661.955 59.735 429778.829 4414656.005 59.741 429777.974 4414651.695 59.746 429776.578 4414644.867 59.742 429775.776 4414640.909 59.736 429774.563 4414634.912 59.736 429774.115 4414632.733 59.718 429773.677 4414630.556 59.712 429773.661 4414630.527 59.700 429772.442 4414624.432 59.689 429771.615 4414620.300 59.709 429770.461 4414614.533 59.694 429769.662 4414610.631 59.699 429768.529 4414604.459 59.696,1,
114,429765.646 4414550.857 59.553 429766.296 4414554.273 59.562 429767.443 4414559.839 59.579 429768.285 4414563.803 59.587 429769.441 4414569.657 59.605 429770.165 4414573.126 59.621 429771.356 4414579.196 59.645 429772.116 4414582.969 59.648 429773.351 4414589.070 59.665 429774.140 4414592.890 59.685 429775.333 4414598.889 59.693 429776.139 4414602.725 59.712 429777.296 4414608.771 59.720 429778.005 4414612.500 59.709 429779.419 4414618.942 59.725 429780.172 4414622.674 59.738 429781.324 4414628.486 59.793 429782.336 4414633.142 59.745 429783.533 4414639.305 59.744 429783.909 4414641.261 59.741 429784.293 4414643.212 59.740 429784.337 4414643.481 59.739 429785.685 4414649.954 59.742,1,
115,429734.003 4414376.669 58.524 429734.953 4414381.367 58.524 429735.632 4414384.834 58.543 429736.841 4414390.789 58.588 429737.631 4414394.896 58.611 429738.946 4414401.135 58.626 429739.728 4414404.984 58.660 429740.621 4414409.637 58.692 429741.625 4414414.161 58.732 429742.829 4414420.464 58.759 429743.708 4414424.835 58.787 429744.564 4414430.950 58.831 429745.006 4414435.440 58.855 429745.543 4414442.314 58.832 429745.943 4414445.628 58.907 429746.516 4414452.613 58.963 429747.015 4414456.884 59.016 429747.867 4414462.847 59.057,1,
116,429740.344 4414448.125 58.974 429739.445 4414443.802 58.956 429738.104 4414437.220 58.932 429737.228 4414432.849 58.909 429736.029 4414427.049 58.875,1,
117,429749.483 4414511.182 59.246 429747.369 4414500.759 59.246 429746.549 4414496.725 59.231 429745.389 4414490.652 59.179 429744.495 4414486.453 59.160 429743.254 4414480.228 59.129 429742.379 4414475.986 59.098 429741.120 4414469.695 59.060 429740.479 4414466.519 59.037 429739.060 4414459.497 58.999 429738.190 4414455.274 58.977 429736.904 4414448.873 58.930 429736.016 4414444.480 58.907 429734.707 4414438.004 58.875 429733.833 4414433.702 58.853 429732.534 4414427.306 58.818,1,
118,430151.639 4414664.403 58.200 430147.196 4414666.893 58.184,1,
119,430084.547 4414272.641 57.563 430079.929 4414275.136 57.563 430075.606 4414277.130 57.594 430074.227 4414277.795 57.606 430069.476 4414279.978 57.638 430063.192 4414282.811 57.581 430059.631 4414284.331 57.609 430054.082 4414286.556 57.631 430050.542 4414287.882 57.633 430046.162 4414289.474 57.643 430040.749 4414291.375 57.670 430025.552 4414295.833 57.763 430021.663 4414296.871 57.767 430014.948 4414298.417 57.790 430012.064 4414299.169 57.789 430007.188 4414300.299 57.661,1,
120,430119.903 4414272.289 57.397 430122.108 4414274.045 57.397 430124.927 4414276.325 57.393 430129.859 4414280.430 57.412 430132.774 4414282.946 57.428 430137.230 4414287.001 57.457 430140.027 4414289.666 57.470 430144.296 4414293.843 57.529 430147.064 4414296.637 57.548 430151.357 4414301.143 57.601 430154.020 4414304.089 57.638 430157.996 4414308.655 57.673 430160.539 4414311.690 57.701 430164.288 4414316.357 57.729 430166.732 4414319.504 57.755 430170.320 4414324.319 57.809 430172.614 4414327.552 57.853 430175.957 4414332.414 57.894 430178.172 4414335.747 57.921 430181.415 4414340.993 57.976 430183.436 4414344.354 57.990 430186.387 4414349.564 58.053 430188.305 4414353.048 58.080 430191.076 4414358.317 58.128 430192.910 4414362.105 58.159 430195.441 4414367.336 58.202 430197.091 4414371.030 58.224 430199.451 4414376.510 58.257 430200.926 4414380.191 58.288 430203.091 4414385.836 58.337 430204.285 4414389.282 58.352 430205.821 4414393.775 58.389,1,
121,430224.562 4414474.601 58.831 430226.837 4414485.670 58.831 430227.999 4414491.405 58.831 430229.766 4414500.302 58.831 430230.901 4414506.002 58.831 430232.668 4414514.907 58.723 430233.794 4414520.605 58.690 430235.654 4414529.668 58.630 430236.768 4414535.402 58.592 430238.290 4414543.112 58.543,1,
122,430209.414 4414439.186 58.528 430208.806 4414436.119 58.528 430207.983 4414432.292 58.499 430206.646 4414426.340 58.454 430205.772 4414422.576 58.421 430204.302 4414416.630 58.377 430203.304 4414412.805 58.354 430201.677 4414406.968 58.300 430200.731 4414403.701 58.271 430198.426 4414396.837 58.264 430197.379 4414393.282 58.234 430195.462 4414388.008 58.131 430194.318 4414384.526 58.117 430191.760 4414378.567 58.058 430190.361 4414375.229 58.101 430187.655 4414369.381 58.064 430186.125 4414365.863 58.026 430183.653 4414360.967 57.993 430181.635 4414357.109 57.962 430178.737 4414351.887 57.851 430176.915 4414348.748 57.809 430173.307 4414342.825 57.750 430171.480 4414339.930 57.729 430168.134 4414334.871 57.692 430165.874 4414331.630 57.654 430162.314 4414326.903 57.683 430159.925 4414323.653 57.651 430156.062 4414318.581 57.543 430153.790 4414315.828 57.501 430149.719 4414311.106 57.453 430147.561 4414308.661 57.432 430144.451 4414305.243 57.385,1,
123,429929.014 4414316.285 57.991 429925.389 4414316.953 57.991 429922.717 4414317.497 58.001 429916.832 4414318.675 58.028 429913.224 4414319.416 58.021 429906.813 4414320.765 58.046 429903.035 4414321.484 58.060 429896.977 4414322.734 58.080 429893.604 4414323.370 58.088 429887.262 4414324.661 58.107 429883.668 4414325.362 58.115 429877.438 4414326.667 58.136 429874.176 4414327.334 58.154 429868.067 4414328.554 58.174 429864.160 4414329.277 58.193 429858.100 4414330.562 58.207 429854.353 4414331.350 58.214 429838.334 4414334.589 58.265 429834.820 4414335.305 58.281 429829.036 4414336.376 58.314 429825.004 4414337.345 58.319 429818.969 4414338.534 58.346 429815.057 4414339.264 58.360 429809.828 4414340.392 58.386 429805.176 4414341.198 58.410 429799.468 4414342.509 58.410,1,
124,430230.962 4414620.711 58.429 430226.426 4414623.336 58.446 430217.868 4414627.869 58.273 430212.833 4414630.636 58.272 430204.852 4414635.047 58.293 430199.946 4414637.717 58.281 430191.697 4414642.265 58.278 430186.172 4414645.272 58.266 430178.654 4414649.419 58.253 430173.286 4414652.384 58.249 430165.476 4414656.686 58.240 430160.294 4414659.563 58.223 430152.457 4414663.934 58.198 430147.246 4414666.867 58.185 430139.390 4414671.385 58.156 430134.243 4414674.383 58.133 430126.397 4414679.061 58.129 430121.287 4414682.144 58.116 430113.723 4414686.797 58.096 430108.622 4414690.020 58.086 430101.135 4414694.794 58.074 430096.052 4414698.112 58.083 430088.417 4414703.149 58.078 430083.518 4414706.417 58.072 430075.921 4414711.539 58.064 430071.453 4414714.537 58.072 430063.872 4414719.699 58.074 430059.074 4414722.954 58.072 430051.696 4414727.966 58.106 430046.762 4414731.320 58.131 430039.308 4414736.391 58.147 430034.510 4414739.659 58.185 430027.160 4414744.683 58.212 430023.339 4414747.247 58.229 430016.970 4414751.602 58.374 430014.850 4414753.092 58.391 430008.741 4414757.181 58.304 430003.866 4414760.499 58.327 429996.331 4414765.673 58.372 429991.435 4414768.987 58.407 429984.078 4414773.991 58.587 429979.022 4414777.495 58.628 429971.627 4414782.490 58.568 429966.701 4414785.845 58.614 429959.342 4414790.866 58.775 429954.267 4414794.306 58.811 429946.802 4414799.409 58.875 429942.057 4414802.631 58.918 429934.680 4414807.687 58.987 429929.591 4414811.143 59.048 429922.254 4414816.163 59.123 429917.103 4414819.671 59.173 429909.933 4414824.583 59.238 429904.894 4414828.017 59.274 429897.445 4414833.003 59.338 429892.457 4414836.363 59.387 429884.596 4414841.202 59.350 429879.798 4414844.416 59.384 429872.199 4414849.545 59.461 429867.135 4414853.005 59.507 429860.224 4414857.704 59.570,1,
125,429886.284 4414843.586 59.527 429873.825 4414852.063 59.527 429868.878 4414855.477 59.563 429861.860 4414860.204 59.528,1,
126,429750.480 4414341.234 58.607 429754.362 4414340.558 58.607 429760.510 4414339.423 58.487 429764.880 4414338.584 58.573 429770.398 4414337.368 58.443 429774.366 4414336.533 58.426 429780.112 4414335.292 58.403 429784.056 4414334.581 58.383 429789.622 4414333.240 58.359 429793.856 4414332.540 58.347 429799.415 4414331.482 58.320 429803.573 4414330.538 58.311 429809.409 4414329.403 58.273 429813.303 4414328.534 58.248 429819.368 4414327.455 58.237 429823.360 4414326.692 58.233 429829.005 4414325.484 58.212 429832.633 4414324.765 58.201 429838.607 4414323.568 58.258 429842.997 4414322.644 58.245 429848.525 4414321.571 58.145 429852.542 4414320.673 58.127 429858.236 4414319.487 58.119 429862.238 4414318.732 58.184 429869.215 4414317.322 58.078 429871.863 4414316.765 58.063 429878.010 4414315.599 58.073,1,
127,430035.622 4414296.673 57.824 430033.250 4414297.329 57.825 430030.597 4414298.156 57.825 430027.722 4414298.853 57.816 430024.994 4414299.640 57.816 430021.730 4414300.452 57.811 430018.870 4414301.154 57.821 430015.690 4414301.953 57.766,1,
128,430239.008 4414586.896 58.208 430237.864 4414580.853 58.177 430236.113 4414572.114 58.162 430234.959 4414566.396 58.245 430233.206 4414557.622 58.434 430233.189 4414557.552 58.393 430232.290 4414553.079 58.440 430230.303 4414543.093 58.542 430229.398 4414538.527 58.592 430227.283 4414527.956 58.662 430226.212 4414522.598 58.698 430224.350 4414513.279 58.765 430223.271 4414507.783 58.783 430221.469 4414498.751 58.832 430220.359 4414493.195 58.830 430217.398 4414478.835 58.830,1,
129,429845.447 4414858.095 59.719 429847.604 4414856.688 59.719 429852.758 4414853.200 59.684 429859.936 4414848.263 59.573 429865.058 4414844.768 59.519 429872.538 4414839.688 59.452 429877.386 4414836.363 59.414 429884.932 4414831.303 59.398 429889.803 4414827.984 59.349 429897.532 4414822.641 59.223 429902.456 4414819.223 59.181 429909.831 4414814.304 59.177 429914.683 4414811.032 59.132 429922.293 4414805.835 59.076 429927.186 4414802.517 59.011 429934.285 4414797.494 58.863 429939.593 4414794.023 58.824 429947.152 4414788.865 58.743 429951.950 4414785.593 58.701 429959.501 4414780.432 58.647 429964.544 4414777.014 58.608 429971.825 4414772.014 58.548 429976.867 4414768.590 58.514 429984.425 4414763.524 58.520 429989.336 4414760.214 58.482 429996.794 4414755.100 58.433 430001.686 4414751.788 58.399 430009.901 4414746.190 58.361 430013.971 4414743.419 58.343 430014.085 4414743.368 58.336 430023.342 4414737.028 58.303 430028.712 4414733.421 58.253 430036.843 4414727.843 58.231 430041.585 4414724.659 58.218 430049.121 4414719.496 58.190 430054.049 4414716.146 58.178 430061.485 4414711.073 58.171 430066.377 4414707.763 58.167 430073.864 4414702.701 58.165 430078.765 4414699.391 58.157 430086.323 4414694.321 58.157 430091.270 4414691.047 58.156 430098.850 4414686.176 58.161 430103.944 4414682.955 58.177 430111.633 4414678.122 58.185 430116.696 4414675.037 58.196 430124.452 4414670.339 58.200 430129.419 4414667.396 58.208 430137.496 4414662.732 58.224 430142.503 4414659.820 58.243 430150.328 4414655.400 58.271 430155.533 4414652.513 58.297 430163.399 4414648.175 58.326 430168.636 4414645.363 58.331 430176.736 4414641.054 58.343 430181.859 4414638.386 58.357 430190.030 4414634.176 58.382 430195.141 4414631.436 58.382 430202.525 4414627.371 58.384,1,
130,429820.021 4414341.856 58.291 429815.836 4414342.598 58.299 429810.058 4414343.922 58.323 429806.089 4414344.640 58.355 429800.126 4414345.925 58.373,1,
131,429749.699 4414337.952 58.654 429753.581 4414337.276 58.654 429759.729 4414336.141 58.534 429764.099 4414335.302 58.620 429769.617 4414334.086 58.490 429773.585 4414333.251 58.473 429779.331 4414332.010 58.450 429783.275 4414331.299 58.430 429788.841 4414329.958 58.406 429793.075 4414329.258 58.394 429798.634 4414328.200 58.367 429802.792 4414327.256 58.358 429808.628 4414326.121 58.320 429812.522 4414325.252 58.295 429818.587 4414324.173 58.284 429822.579 4414323.410 58.280 429828.224 4414322.202 58.259 429831.852 4414321.483 58.248 429837.826 4414320.286 58.305 429842.216 4414319.362 58.292 429847.744 4414318.289 58.192 429851.761 4414317.391 58.174 429857.455 4414316.205 58.166 429861.457 4414315.450 58.231 429868.434 4414314.040 58.125 429871.082 4414313.483 58.110 429877.339 4414312.148 58.105,1,
132,429651.694 4414357.190 58.167 429657.411 4414356.043 58.132 429662.604 4414354.912 58.139,1,
133,429434.843 4414405.115 59.300 429440.618 4414403.931 59.274 429448.942 4414402.212 59.244 429454.717 4414401.028 59.218 429463.883 4414399.122 59.135 429469.658 4414397.938 59.109 429478.479 4414396.173 59.067 429484.300 4414394.981 59.038 429493.049 4414393.201 58.997 429498.902 4414392.012 58.978 429507.654 4414390.258 58.940 429513.566 4414389.049 58.910 429522.312 4414387.298 58.864 429528.151 4414386.136 58.834 429536.843 4414384.362 58.800 429542.673 4414383.198 58.779 429551.641 4414381.396 58.736 429557.439 4414380.225 58.711 429566.340 4414378.417 58.665 429572.230 4414377.204 58.625 429580.953 4414375.470 58.593 429586.791 4414374.274 58.562 429595.751 4414372.473 58.511 429596.726 4414372.273 58.505 429597.701 4414372.073 58.501 429601.487 4414371.299 58.477 429610.426 4414369.480 58.436 429616.138 4414368.349 58.409 429624.999 4414366.558 58.361 429630.716 4414365.411 58.326 429639.466 4414363.383 58.276 429645.183 4414362.236 58.241 429652.508 4414360.494 58.202 429658.225 4414359.347 58.167 429662.953 4414358.320 58.149,1,
134,429653.107 4414363.931 58.274 429658.824 4414362.784 58.239 429663.819 4414361.786 58.192,1,
135,429703.336 4414361.776 58.292 429697.687 4414362.958 58.314 429688.803 4414364.622 58.182 429683.126 4414365.824 58.129 429674.074 4414367.685 58.183 429668.397 4414368.887 58.130 429659.711 4414370.576 58.276 429654.034 4414371.778 58.223 429645.098 4414373.551 58.355 429639.421 4414374.753 58.302 429630.619 4414376.477 58.340 429624.850 4414377.616 58.377 429615.880 4414379.399 58.420 429610.112 4414380.537 58.457 429601.273 4414382.390 58.526 429595.505 4414383.529 58.563 429586.697 4414385.308 58.560 429580.908 4414386.477 58.598 429572.050 4414388.262 58.643 429566.241 4414389.431 58.670 429557.460 4414391.203 58.714 429551.572 4414392.381 58.741 429542.770 4414394.156 58.781 429536.931 4414395.336 58.806 429528.074 4414397.107 58.850 429522.401 4414398.245 58.869 429513.523 4414400.051 58.913 429507.658 4414401.229 58.941 429498.847 4414403.012 58.969 429493.039 4414404.189 59.004 429484.413 4414405.949 59.045 429478.517 4414407.124 59.073 429473.906 4414408.073 59.099,1,
136,429704.128 4414365.112 58.323 429698.451 4414366.314 58.270 429689.629 4414368.095 58.151 429683.952 4414369.297 58.098 429674.821 4414371.037 58.129 429669.144 4414372.239 58.076 429660.294 4414373.945 58.220 429654.617 4414375.147 58.167 429645.798 4414376.929 58.286 429640.121 4414378.131 58.233,1,
137,429021.029 4415016.828 62.749 429024.876 4415008.321 62.749 429027.184 4415002.766 62.708 429030.582 4414994.249 62.722 429032.583 4414988.713 62.655 429035.565 4414980.146 62.638 429037.336 4414974.487 62.585 429039.906 4414965.876 62.617 429041.382 4414960.232 62.524 429043.601 4414951.467 62.500 429044.777 4414945.777 62.455 429046.548 4414936.675 62.398 429047.548 4414930.955 62.358 429048.856 4414921.981 62.337 429049.607 4414916.348 62.318 429050.501 4414907.339 62.275 429051.070 4414901.398 62.243 429051.884 4414892.429 62.205 429052.418 4414886.587 62.174 429053.202 4414877.654 62.174 429053.766 4414871.695 62.123 429054.661 4414862.670 62.074 429055.367 4414856.872 62.046 429056.784 4414848.067 62.003 429057.979 4414842.063 61.977 429059.798 4414833.300 61.937 429061.296 4414827.702 61.906 429063.833 4414819.004 61.884 429065.645 4414813.276 61.852 429068.732 4414804.890 61.825 429070.990 4414799.358 61.791 429074.607 4414791.185 61.738 429077.090 4414785.792 61.712 429081.110 4414777.663 61.664 429083.832 4414772.401 61.633 429088.405 4414764.547 61.603 429091.516 4414759.723 61.582 429096.643 4414752.077 61.542 429099.852 4414747.249 61.511 429104.829 4414739.938 61.470 429108.227 4414734.863 61.443 429113.223 4414727.450 61.402 429116.566 4414722.489 61.366 429121.600 4414715.078 61.326 429124.923 4414710.121 61.296 429129.887 4414702.764 61.280 429133.275 4414697.792 61.213 429138.274 4414690.375 61.178 429141.630 4414685.402 61.140 429146.656 4414678.010 61.102 429149.963 4414673.078 61.089 429154.953 4414665.682 61.061 429158.325 4414660.721 61.034 429163.408 4414653.242 60.991 429166.059 4414649.258 60.954 429172.190 4414640.250 60.919 429175.279 4414635.728 60.888 429180.178 4414628.368 60.869 429183.343 4414623.649 60.830 429188.431 4414616.183 60.784 429191.709 4414611.264 60.729 429196.882 4414603.667 60.718 429200.065 4414598.937 60.680 429205.115 4414591.458 60.657 429208.441 4414586.553 60.618 429213.445 4414579.047 60.582 429216.759 4414574.144 60.553 429221.851 4414566.623 60.523 429225.156 4414561.791 60.499 429230.235 4414554.245 60.461 429233.588 4414549.299 60.422 429238.638 4414541.827 60.383 429241.949 4414536.936 60.352 429246.971 4414529.449 60.308 429250.261 4414524.609 60.276 429255.288 4414517.151 60.251 429258.670 4414512.275 60.216 429263.952 4414504.920 60.170 429267.515 4414500.346 60.140 429273.292 4414493.296 60.098 429277.173 4414488.835 60.066 429283.438 4414482.145 60.059 429287.495 4414478.083 60.017 429293.990 4414471.761 59.972 429298.395 4414467.749 59.951 429305.251 4414461.901 59.902 429309.853 4414458.224 59.877 429317.119 4414452.714 59.870 429321.930 4414449.341 59.809 429329.422 4414444.216 59.763 429333.940 4414441.363 59.734 429342.099 4414436.603 59.710 429347.224 4414433.729 59.665 429355.314 4414429.511 59.636 429360.638 4414427.060 59.609 429368.980 4414423.418 59.574 429374.108 4414421.279 59.530 429382.811 4414418.090 59.520,1,
138,430040.152 4414284.043 57.492 430048.532 4414281.094 57.492 430053.984 4414278.892 57.492 430060.764 4414276.061 57.492 430066.480 4414273.540 57.492 430070.636 4414271.446 57.492 430074.582 4414269.345 57.492 430079.249 4414266.780 57.492,1,
139,430185.446 4414633.311 58.344 430200.850 4414624.929 58.344,1,
